	tweet_id	user_id	text	label
2450	742219553728389120	1687848836	Immigration critics - this is what prominent members of the (((media))) think of you, and your women. https://t.co/VQjY7ipzRg	1
840	742224293879107584	1961989982	@allieloven ((((we all know you're super gay))))	0
620	742228725148745728	1818351	@karlwkane Why are you using ((( name ))) in your profile?	0
817	742234842876633088	4852760618	Thats it.	0
1276	742287160565506048	727924787075547136	@streetvoiceuk What can i say, I love a good freak show, especially a free one.	0
2135	742309016940875776	1355449140	@60Minutes,@CBSThisMorning; https://t.co/pq0BrgVawe (((Laura Coker))) request topic discussion IT hate speech;Proud member of the 13th Tribe	1
324	742367284702810112	2278026355	@SsoSso_1004 (つー￣) Have a GoOd NiGhT/DaY aNd TaKe CaRe! (^_・人) You So Young FIGHTING!!! Ｏ(≧∇≦)Ｏ	0
571	742385034342989824	166584954	"Reigniting the relationship with @MoveMagazine.
The all new &amp; improved #DJSbu.
Back with a (((Bang)))!!... https://t.co/oH3mCK2aaM"	0
705	742386510658437120	1120502052	"@vapevocalist ^^^^^^^^^^^^^^^^^^^^^^
(((Calum's statement on fb last year after it happened)))"	0
939	742390642941165568	4216636573	@gettinhighalldr @AltRightInfo @GoodDktr @jpodhoretz  Actually (((cohen))) from The Anti white Anti Christian Boston Globe said we are first	1
641	742402612776034304	3199955861	@KirkLofberg @AnthonyCumia Don't give a flying fuck what you think we need, (((Lofberg)))	1
2352	742435882121187328	24059960	@kandeejohnson You are so brave to endure this pain and all the while encouraging others! ((((XoXo)))) hugging you!	0
168	742466177465651200	698725773939593216	@AlanColmes You're missing something (((Colmes)))	1
609	742473348433596416	2486965772	@RenderUntoC Why (((they))) using rally pic and using it as the front cover of Orlando shooting story. Very disgusting ~	1
161	742504133253550080	1164487807	RT @Halberstram_FTN: Never change, (((Bill))). https://t.co/3sFmp6ULVc	1
1345	742516437802049536	578564978	"&gt;not being able to get past the sad panda 
&gt;(((current year))) https://t.co/o3stQYXelE"	0
2285	742517574408142848	112712567	RT @distantcam: People are putting ((( echoes ))) around their names on Twitter - here's why https://t.co/gARMZfGxdY via @MetroUK	0
1383	742560258019577856	54342312	I7 app keeps crashing ((((；ﾟДﾟ)))))))	0
1385	742568225012129792	825812232	@shndvs aka pretty much just don't (((unless ur LGBT+ friend invited you)))	0
346	742574730130100224	513679089	@petersagal That's (((Herschel Grynszpan))) to you bub	1
1315	742594552515661824	713644346671759360	"RT @DrDavidDuke: Give up those assault rifles, goy, (((Goldenberg))) knows what's best for you.

https://t.co/KlXFsah0Jx https://t.co/MNAae…"	1
119	742645644339380224	2186612471	@Anna_sim0ne ((((it's about me))))	0
120	742650345273364480	2186612471	@Anna_sim0ne ((((((((also what is this tweet about its intriguing?!)))))))))	0
1507	742743123143450624	115164268	@dannyzomps (((HUGS)))	0
101	742746046514790400	2387044062	Download HouseAlpha(((Lendoda)))###Prod.Dj KSB.mp3 https://t.co/N2kSWdQpqT	0
1203	742785570024370176	3426736079	@realDonaldTrump Me and my Waifu both wish you a Happy Birthday. Make America great again, Mr. President.	0
491	742797218973949952	129616902	"(((((28200))))  localizador
Ashley furniture https://t.co/Kq4G68YJLw"	0
442	742800010564141056	79961304	(((((LOVE &amp; PEACE))))) Thank You London! #TakeDownNRA #OrlandoShooting #orlandosurvivors #USA #LoveWins https://t.co/0e4LdDe9QP	0
894	742827491576979456	236462168	i love when people say they feel they can be weird when talking to me. itS bc i type lyk this if we c00l ::;;))((()))	0
359	742832092472614912	2287258728	@michaeldweiss @realDonaldTrump That's because whites have more agency to understand how bad (((you))) people have fucked us.	1
370	742851243828207616	38047165	(((((((((listens to One Headlight to pre-game)))))))))	0
914	742874748753829888	240991963	RT @Mary81bjc: @jbj64 @NotBTF OMG!!!! Good luck to Mommy &amp; Baby!! (((hugs)))  i'll keep checking back for news!!	0
932	742875750743875584	94854323	RT @DJKEVG: #CTMixtapeLegend #DJKevG DIRTY GAMES feat. Chuckii Booker (((PARTY ROCKA BLEND)))’ on #SoundCloud #np https://t.co/zpQjjLDkG8 #…	0
931	742875877441212416	94854323	RT @DJKEVG: ‘YOU SHOULD KNOW (((PARTY ROCKA BLEND)))’ by @djkevg on #SoundCloud? #np https://t.co/FJ8g1tZj6Q #CTMixtapeLegend #DJKevG	0
1220	742884336660254720	155941621	eu só quero chegar em casa e deitar na minha caminha pra ver master chef (((comendo muito)))	0
813	742930292583763968	4779468079	He is right. (((Something Else))) is going on  https://t.co/zGtWmzM0ES	1
654	742963005307138048	199002720	RT @guardian: (((Echoes))): beating the far-right, two triple-brackets at a time https://t.co/FOyD2kP8VP	0
1026	743011711519739904	737666931126337536	@HarshKitten - SAW IT AND HATE IT I'D BE DEAD FROM ALCOHOL POISONING	0
76	743037081023352832	2725749255	"@thekellyford 
Good Wednesday morning Ms Kelly 
(((💛)))"	0
607	743041090396246016	3247832175	@H4GWendy @YouTube Thanks!	0
1499	743063026706698240	134741359	me on Friday ((((see u all there)))) https://t.co/jv1qFYvIo9	0
2310	743113516555612160	4056952648	@BrandonAshurst1 should've stayed there	0
736	743151695933243392	414058441	@mporter472 funny @MichelleRempel so never.	0
357	743155023484428288	236462168	my nonna actually roasts me lmao italians r so brutal	0
2066	743218807343218688	505201656	RT @duncantrussell: An intimate DTFH with the star of Decker ((( @timheidecker ))) https://t.co/mSfnQEWFF3	0
300	743229107387904000	474909073	@NatMarple he let you down (((hugs for Nat))) 😘	0
508	743238487227371520	588753363	"RT @DrDavidDuke: Anyone happen to know (((who))) owns Google? COHENcidence? 

#MakeAmericaGreatAgain 
#CelebrateDiversity 
#TRIGGERED https…"	1
759	743240973967327232	839963329	.@BreitbartNews is turning into gaybart with it's incessant faggot worship of (((Milo))). Pathetic.	1
492	743254359878799360	129616902	"(((((((1904))))))))
Ashley furniture https://t.co/RAyJ1dTF84"	0
1934	743286939655221248	737301276107649024	(((((((sexy vibes))))))) https://t.co/qRu6YX4Zwf	0
2393	743311350709919744	253851989	like why do I have to love all of the pictures they've taken..Someone pick a 📷 for me pls ((((can't participate if your name is Jeffrey))))	0
2506	743360856130412544	3854542456	Hummmm...interesting Neil (@NeilAnblo) We are (((Huge))) #coffee fans. We'll take a peek at @grampsfarms 😊👍 https://t.co/vK1m90PUGS	0
2250	743385687051776000	2828221446	@dreamcxndy ((( sekale )))	0
2156	743445253814910976	2302674285	(((((((((((((((((it's blasphemy)))))))))))))))))))))	0
2606	743461606693056512	742288957812019200	@donnypangilinan you give me heart eyes always... 😍	0
1524	743461829863575552	742288957812019200	@donnypangilinan check it check it check it (((((icon))))) ❤️❤️❤️❤️❤️ @donnypangilinan @donnypangilinan @donnypangilinan	0
1167	743462756494409728	701901762073067520	RT @Johnatsrs1949: .Mr. Trump  ((( PLEASE )))  Fire Paul Ryan, he's a  ((( SCUMBAG ))) https://t.co/hobkEjkX0v https://t.co/RU3RHNUigf	0
1213	743487486395973632	1102207130	"I'm a good noodle and (((barely))) passed my classes, I am not with the likes of you

I have to come back tomorrow too so uh oh"	0
1046	743498751948394496	1640919584	RT @hannahwoj0: @Tatiluhan12 (((because you're obsessed with target)))	0
1027	743507385122160640	737666931126337536	@bIuematsu I.. guess so. We're both at fault.	0
716	743508206165573632	2455943724	Amen  (((( &lt;3 ))))	0
2859	743513366241566720	740943093789302784	@rediceradio #Brexit heard an account that both campaigns were suspended just for the day out of respect...	0
295	743559653343125504	307774579	#tweetfession: every time I wear pants, I get a flashback of @Bigpimpenahsue yelling @ me in echoes. HIGH WATERS..[waters](((w a t e r s )))	0
2036	743641362696896512	155941621	minha felicidade tem nome (((sexta-feira)))	0
2155	743649790823702528	2302674285	AHAHHA hahaha I want to be deAD!!!!!!!!! :()(((()))))))	0
93	743652154586464256	801539671	She really should've waited for the replay before tweeting. *whispers* (((Your husband fouled out toots.)))	0
1169	743662934383951872	2853741102	"@KaMuhammadJr @16po @mrsmcdaniel98 @BlackMoses2015 - the open conversations that NEED to happen, can't, because of synthetic ""Feudalism"""	0
599	743729905972584448	3237061753	white people are fucking crazy and deranged wtf	0
1014	743730915298316288	3237061753	RT @capsteverogrs: unwanted pics of Tom and his gf are clogging my timeline (((ugly))) and lacking pics of these beauties https://t.co/XayC…	0
2417	743762319675580416	4915864023	@Mayuri_Sakamaki You're bored too?? I haven't been able to find something that I haven't done for a while	0
2628	743815120506228736	114956938	@gerardway good morning Gerard 😊. Hope you have a gorgeous day today 💕🌷🌹🌞🌇(((lovely vibes))) &amp; I love U 💕💗❤️🐈🐇🦄🐴🐢🐶🐱🕊 https://t.co/6QZbEWZoVF	0
1221	743853369668820992	237773327	RT @CorOfTheSUN: @DULCE_PASION__ @pamuk58  @Met4morphoses 🎉 📢 Happy  #FollowFriday   #FF  🎶🎤📢 🎉   (((((🔊🎵🌞😜Gratitude  Love  Hugs!🎵🔊🌞😜)))) E…	0
837	743885384526987264	4915864023	@LaceRibbonDance //For a lot of people, including myself at times, they're unsure about the right things to say, when the best is hello	0
249	744005948205764608	91645192	What is the meaning of ((($name)))?	0
2503	744013779369869312	3299599108	@ScythianArrows He's identifying the wrong problem, maybe knowingly since he's a ((()))	1
1445	744054946023247872	744051047358930946	@RadioRenegades Zionist assaults elderly British MP, breaks his ribs and gets away with it. this is the Zionist (((@neilmasterson2)))	1
2177	744075070482546688	263035412	#882hitsreplay 95% loading we r abt to go in live on your stereo from 11-2pm (((LOUD))) cc @882SanyuFM @Dj_Pita @deejaybonni &amp; Keith	0
2176	744081487574740992	263035412	((((KABOOM)))) https://t.co/oQROAqHTcY	0
861	744101469243183104	71817854	@consultmatt Briefly, iirc it's support for Jewish community after it was found the far right where using (((name))) to target Jews on line.	0
569	744126928781742080	262581139	RT @rescuetracker81: Billionaire Stanley Hubbard Explains Why he is backing Donald Trump https://t.co/EiHuHbp8Bm(((trump)))/7847/	0
1580	744127281057009664	67232212	Idr 1250k I'm dead. (((Exclude shipping))) 😭😭😭😭😭😭 https://t.co/YMxKae7U4B	0
185	744151410892222464	2655092398	this song makes me :())))))))((())))///// https://t.co/PjIiA2oH6e	0
1014	744182914615775232	2353438092	"RT @ramzpaul: Our ((( friends ))) are attempting a new mantra ""complicity in terrorism."" Let's help them out. https://t.co/64WKn0lqgV"	1
1021	744186416653971456	744179991584215040	"@xxx  天才的な俺と楽しんでみる？

                          (((  TAP )))"	0
1355	744188132082520064	338015965	((Its been 3 days)) (((havent seen jon in 4 weeks lol)))	0
1257	744193001530875904	560682700	Yeah FUCK I Stars. (((Never thought I would say that. 9 years of being a dedicated fan and for what nothing))) https://t.co/JHbraVi1E1	0
14	744219420092993536	113526237	@Mrs_Smith_68 I know it's been rough dear. And all I can do is offer you did you told hugs from across the world (((❤️)))	0
431	744234944327749632	73764537	@VioletJem I am so sorry for the loss of your baby. I lost my dog last year and I remember the pain like it was yesterday &lt;/3 (((hugs)))	0
29	744258035623862272	1090382480	Once I stop talking the end comes closer and when the end comes closer I have to accept the fact that this is it.	0
793	744285549083660288	40205778	That wonderful love and joy of #yoga 40 min Namaste (((o(*ﾟ▽ﾟ*)o))) https://t.co/8XujZKL3j7	0
681	744304180047708160	584227415	RT @Solange_Franca7: @JesusPowerNow God bless you dear! 😊😘 (((Hugs back)))	0
1487	744306180726546432	721970571723087872	"RT @giaLopezzz: THIS IS 100% STRAIGHT UP ((((( MURDER )))))

 https://t.co/CSgeBuk3nk"	0
507	744316804475031552	588753363	"RT @DrDavidDuke: ""Hillary Clinton has to go to jail.""

Donald J. Trump 

#Trump2016
#MakeAmericaGreatAgain
#AmericaFirst not ((()))s https:…"	1
1082	744329945640493056	739930333555101700	RT @lemonbloodycola: @AdamRamsay @carolinejmolloy it's a protest at the use of the ((( ))) by neo Nazis to identify 'jewish' sounding surna…	0
256	744370314461618176	740943093789302784	@fackinpeter delusional. all (((media))) against Trump. no surprise their polls are unfavorable. So why exactly are YOU against?	1
128	744385808610664448	740943093789302784	@MJsee3parole @trumpoleon #AltRight Devide And Conquer. It's (((their))) specialty!	1
2858	744390050054451200	740943093789302784	@hautedamn @AltRightInfo @MayorOfFashtown @CrochetRacist @theendofvipers of course	0
1086	744393900572413952	258025492	"RT @HealingCPTSD: For anyone finding Father's Day hard, painful or sad.... pls know I understand.

(((hugs))) if u need one &lt;3 

@HealingCP…"	0
1007	744425907377496064	53036996	"Retweeted (((Andrew Spooner))) (@andrewspoooner):

Mensch points out how much wealthy rightwing Leave hate EU... https://t.co/tnzHjV9iTI"	0
394	744456712417992704	719653285095976960	"RT @wishgranter14: Native Americans Beware Of (((Foreign Influence)))

#AmericaFirst #tcot #AltRight #MAGA #NativeAmericanParty https://t.c…"	1
1022	744487317927301120	736396069261742080	@NightcoreChase miku stay miku for ever 😦beside the pink one looks more like a nurse😷but who cares as long as she look cute in both of them😍	0
958	744501492556627968	1915259984	@alisonthewliss Why do you want to stay in the (((European Union)))?	1
957	744501688170610688	1915259984	@AlexSalmond  Why do you want to stay in the (((European Union)))?	1
1039	744502147023155200	1368291252	'Holocaust' Debate / Comments / News • ((( Survivors ))): A little ditty on youtube that made me smile today.... https://t.co/SLpHSecw8u	1
1038	744508483509202944	1368291252	'Holocaust' Debate / Comments / News • ((( Survivors ))): A little ditty on youtube that made me smile today.... https://t.co/CS52XGkMzw	1
1825	744530089744838656	324876193	@retno_mouri  (((JOGET)))	0
149	744581073254785024	702702589435994114	"RT @DrDavidDuke: (((They))) just can't help themselves, (((their))) hatred for Christianity knows no bounds. 

#MakeAmericaGreatAgain https…"	1
72	744602886059999232	533692270	"RT @jdayandnight: chair set: 

(((ft some uncomf f21 nip covers but oh well))))) https://t.co/07zfyb5lOj"	0
1193	744626676139720704	573103966	RT @_EFlowers_: @jjarboner is that a Honda or a Toyota ((( sorry I had to )))	0
1648	744707416311246848	2955567721	RT @JohnRMoffitt: More than anyone wants to know about all the names in ((( ))) https://t.co/9vB4DRAeY3	0
110	744718886998683648	14062664	@doubled2520 @BryndenBFish yep blame the writers not the characters lol..	0
698	744721135053348864	379968565	Don't judge my choices without understanding my reasons.	0
842	744756611453968384	49480998	@badyoucame umas lereia	0
577	744771241299501056	2607814990	@17s1010 (((((( I am worried you will never have a couple )))))) ㄱㅅㄱ	0
2034	744771669659529216	2607814990	@OMGyubinn Ikr i am cute, thank you	0
326	744879846522687488	2278026355	@geonil2 @chyh1202 @Sj861117sj @anankwangdayo @RomeoSM2123 @xornjsz1 .｡*･.｡*(〃´∀｀)･.｡*･.｡ ❝Start every day with a sm:)e &amp; get it over with.❞	0
796	744893236028772352	139875050	@outseide (((hugs)))	0
991	744897057413042176	3955275321	RT @Johnatsrs1949: Mr. Trump  ((( PLEASE )))  Fire Paul Ryan, he's a  ((( SCUMBAG ))) https://t.co/oKzIrbRX4g	0
2203	744899632925286400	197713160	The situation has gone from 👉 Bad To 👉 Worse And Even 👉 Worst These (((DAZE)))	0
2423	744920314988007424	1168788800	@kichauteh  People are putting ((( echoes ))) around their names on Twitter - here's why https://t.co/DFTSioNY2d via @MetroUK	0
335	744924769435389952	2523763788	"@michaelianblack 
(((Genius)))
Congratulations on your success, you clever, enterprising Jew, you! ❤️ https://t.co/AHOP1whthE"	0
608	744941225719930880	740972559470989312	"RT @Freyja_Griffith: A (((kike))) pretending to be white speaks out against ""her own race"". Been done to death. *Yawns* https://t.co/31S4am…"	1
1146	744972378405376000	3221050135	"((( DIBALIK AWAN )))
from @NOAH_ID #NowPlaying on #SoundofJakarta @INDIKA9160FM"	0
811	744976343876702208	4820495999	@doofluffle one more year. And once you're 18 you can stay with me for the holidays and things and I can save you then	0
650	744983221004288000	740231136513757184	@DuncanHosie (((@julianzelizer ))) another great work demonizing Trump on CNN - kikes are afraid.	1
1800	745011656279863296	165795393	"""Do a van Rooyen tonight"" 😂😂😂😂 *sings nizilibeluba nizalwa ngobani* 🚶🚶🚶"	0
1324	745073327425753088	718100641432731648	"RT @WINNER_MINO: [HQ]WINNER EXIT TOUR in Makuhari #위너  #송민호 #MINO (((ＵωＵ｀ *)(* ´ＵωＵ)))
Good Night☆ https://t.co/5M6lJUaDuy"	0
2463	745101810625437696	560682700	Jessica Alba is baby girl. That's mama	0
747	745119573649686528	3851309413	#TrumpSoPoor 'cause he won't take (((their))) dirty money. https://t.co/2NjV3M55WO	1
478	745147616300695552	279279553	@DianneG @realDonaldTrump Um he's kinda busy honey, I promise when he has a break in his 18 hour day he'll tweet just for you, #HappyNow	0
356	745148608962453504	3608176643	"RT @DrDavidDuke: (((University Professor))) can't hold back, thanks Noel. 

#MakeAmericaGreatAgain 
#culturalmarxism 
#GigsUp((()))s https:…"	1
217	745197129900134400	1723273536	@912CroozeFM play me body to body by @NuttyNeithan going out to @Xzent_Pro_Muzik	0
207	745258044708294656	4135943603	(((Echoes))), exposed: The secret symbol neo-Nazis use to target Jews online https://t.co/DuvBwjLqSY via @Mic	0
550	745276004663332864	493416242	3 doors down is in Huntsville for concert!!!  ((( happy dance))) gonna surprise my husband and his best friend... https://t.co/I8fDsbzAp0	0
2538	745290600946274304	701901762073067520	@true_pundit @Trump4Hope And she's holding back on what she really thinks	0
487	745296743848304640	745101972127129601	RT @ganaconluisito: (((((( Retweet if you want to gain just follow everyone who retweets and follow back whoever follows u))))))	0
559	745312281320267776	473090419	RT @natalsrs: (((obrolan warung kopi))) whoah sir, i once thought you're better than this. https://t.co/LU0PbBCfTQ	0
2313	745336062894039040	793800829	#Imsorry ♡♡♡ (((HUGS))) to her family! https://t.co/s990T18aUU	0
2675	745344730330955776	897354042	Baking eggs for my breakfast meeting tomorrow because I'm chairing and that just means bringing the food	0
1923	745351422485594112	708589962938204160	RT @arislilcloud: perfe(((ariana)))ction https://t.co/9j6zkfRD3s	0
115	745358603926777856	1416253406	Tim Peake's press conference will be on the news soon #hero 😀🚀	0
1446	745360024671817728	4360036763	@jackieevancho .i am so beyond excited..u don't even know  (((J😊Y)))	0
2775	745384682674585600	3426736079	@LunaDial22 Fashy girl anyday.	0
756	745406678531637248	706628107030142977	@WomaninHavana (((Expert))) means paid by the EU or the government. Independent experts are divided on Brexit	1
2863	745429987755438080	745359776775835649	@1983Merman_ @Nero I bet you would put milo in your silo. P. Gay tbh fam	0
940	745434736189833216	16798480	@Rebekah_112 (((((HUGS)))) coolness	0
31	745444221486772224	3220748833	RT @shannonNTIL: There will be new videos SOON! Who's excited?? (((hopefully some of u lol)))	0
1265	745486009488445440	708220170729291776	@stays72 im waiting for that call, big man	0
1025	745496063885205504	737666931126337536	I will fight my own ass...	0
2838	745502272088530944	708220170729291776	@EBatterson @Kris_Sacrebleu @SetagayaGirl actually, fuckface, since i live in this world too, and i will have children in this world it does	0
2581	745512397956218880	724891791812624384	@stevieboebi why hahaha I'm hahaha laughing at hahaha her pic hahaha 😂😂😂 lol.	0
1267	745537207276961792	708220170729291776	@BarefootBoomer @Unknown_Johnson @ems_2505 @Sibelius7 i suggest you google the definition of irony	0
143	745545723584745472	276378122	RT @barnescepter: @buckftbarnes 😘😘😘😘 (((also nIALL OMG)))	0
1271	745556446733996032	719653285095976960	@HobbitLindsey Not true Trump loves woman!	0
256	745569094305406976	745101972127129601	"RT @ganaconluisito: retweting and follow me for 246 ffs👽

(((doing all)))"	0
387	745599511276355584	745591734214635520	"im free to even say
zoro's titties
(((I'VE NEVER SAID THAT EVER BEFORE SO)))"	0
234	745601415943360512	106347096	(((maaf maksudnya media Inggris)))	0
867	745637899987730432	3010712156	@iwanrheon @WatchersOTWall (((to very self-awarely conflate an actor with a charger they portray)))	0
868	745638136676519936	3010712156	@iwanrheon @WatchersOTWall (((I would never imply that you, Iwan, are any of those things: depraved, brutal, or dead 😁)))	0
84	745647623911022592	487381324	"((((( BREAKING NEWS )))))
Denham Town High School Alumni Association Dthsaa Ne Chapter presents;
. https://t.co/IDAMNkkk7z"	0
651	745652976052736000	740231136513757184	(((@94Maidens ))) Jews will always play the victim card to subjugate their host nations!	1
366	745658224892796928	741352014181847041	@dissidentusa Agreed but now we are becoming to many in number to ignore.(((They))) are a removing more accounts lately.Shows fear.	1
487	745660484003717120	54688627	"(((🙏🏼))) 

| #WW #GalGadot #WonderGal |

#Repost from @GalGadot
#wbw #MidweekGlamour https://t.co/178EYr1j0H"	0
2476	745674840858832896	24808181	: Shwex &amp; Mumukshu~ Elements of Antiquity (Out now on: Enig'matik Records) by (((shwex))) https://t.co/e6Zbxym67u on #SoundCloud	0
310	745679772206792704	262581139	"Retweeted ((( Sandra ))) ن (@SandraTXAS):

Germany:War weapons found at mosque https://t.co/x359h2BINI #Islam... https://t.co/0YfjZQeNvP"	0
1099	745684978659385344	492731342	(((((1.1% of the uk government's weekly budget!! One per cent!!!))))	0
208	745699846489702400	16798480	@LHNetwork this MIGHT be the begining of a long answer ..lol	0
1223	745789668742967296	4132315941	@EricaSmegs @SpeakerRyan (((Smegielski))) Shill harder mate.	1
890	745807217186725888	752246100	@kxrianne (((why is there a trump sign behind u omfg)))	0
481	745816362753261568	4132315941	@hausofdicarlo @repjohnlewis ((()))	1
598	745903334591176704	3237061753	ok but we have a teacher who literally just said that jesus accepts eVERYONE NO MATTER WHAT AND HE RESPECTS THEM and yet u, the spiritual...	0
2189	745906266489372672	3237061753	no i wont let u tell me what to do when i clearly said no im not gonna let myself do something i dont want to im done im so fucking done	0
2347	745980899142033408	2920454199	((((I still think its dalton tho)))))	0
2343	746085803244331008	1628218963	@erin__heim it was a tragic accident. R. I. P. ((((dont let me have kids))))	0
1034	746090798186270720	744179991584215040	@stn_410h 押し付けてねーし！	0
823	746095144710057984	156056398	Killing time till Legion (((o(*ﾟ▽ﾟ*)o))) #twitch #blizzheroes #SupportSmallStreamers https://t.co/jw6WOqo69b https://t.co/zoSfp4eBfR	0
2327	746138095842656256	417325218	@shayne571 Who?	0
1408	746143877472485376	3219675590	(((@badkaratemovie voice))) Whoa!!! @JustinMonty @MFollowill @SportsSturm @dfwticket  https://t.co/63A8w0F8KQ	0
1216	746155025638973440	3069085940	@TuffyPoo So sorry to hear. (((HUGS))) I can't imagine. :(	0
888	746171673611640832	560682700	I only eat free range chewbacca	0
131	746217223346262016	60692205	((((((((((((one of the best songs ever created))))))))))) https://t.co/3UXXuoDCHV	0
1881	746293431778025472	220008076	@BACARDI Check out 'EMF BLACK LIVE ((((Father's Day)))' by @EMF_BLACK https://t.co/dcay0Rcq74	0
471	746309316395696128	276378122	@deadtpooI dat moment when u tryna get laid but end of eating sinigang na fish dildo	0
1419	746323123381764096	4767427178	"RT @SZ_sakupanda: これ、本当に効果ある！
1列目当たった(((o(*ﾟ▽ﾟ*)o))) http://t.co/4sJDPlVGNn"	0
1145	746333774720294912	3221050135	"((( STEREO HEARTS )))

from @GymClassHeroes ft @adamlevine #NOWPLAYING All The Hits on 99.9 @virginradiojkt"	0
505	746336689593982976	3422226380	"The location. Oakland. Come see us.

(((( https://t.co/L97xWrz9L5 ))))

🔹Estate… https://t.co/YDuQqO5xMY"	0
108	746343379345285120	786495164	RT @julius_juma: #Np niwe ndiwe by @mwangaBand some music r sweet wen it on (((((((volume+))))))) @jillojamwaka @hopeonair	0
1149	746344478634500096	2287258728	#BrexitVote Just remember. White West will face hardship and bloodletting as we take out civilization back. Celebrate now but prepare.	0
2262	746346936286978048	445689696	(((((I'M SORRY SUUKI BUT IT GOTTA BE SUPERBEE)))))	0
721	746367899527450624	56309521	RT @marylovefreedom: STAY STRONG Brits! There will be a nasty (((globalist))) backlash in short term. Keep calm &amp; carry on. https://t.co/jT…	1
1205	746370472875536384	3426636597	@Q1776 @JeSuisSylvia @ianbremmer Notice how it's only (((these people))) and their millenial foot soldiers that think the end is nigh?	1
854	746375646042005504	433493830	*freshfridays** blazing hot on the djburnOut^^copperbeltfeelgoodstation^^^.gOing((((((LOUD)))))))tune-in-89.9fm-kitwe	0
804	746407564548546560	4750196305	Our goal is not to change MINDS. Our goal is to change the WORLD. Not necessarily the same thing.	1
1719	746414137220075520	708770278852194304	Fuck (((John oliver))) too	0
1880	746462402896605184	220008076	@Krutchie360 Check out 'EMF BLACK LIVE ((((Father's Day)))' by @EMF_BLACK https://t.co/dcay0Rcq74	0
341	746505930464968704	4865182661	(((Markets))) are the Gods of the modern West. https://t.co/tEUkLEwUSs	1
2862	746514774628802560	744051047358930946	@jreedmp Not funny you loser. God how did a piece of excrement like you make it into parliament? #ExpelJamieReed #ExpelBlairiteTraitors	0
132	746514793310355456	60692205	((((((i love how my family decides to go on our first real vacation but books it for Christmas so I get to spend it here all alone lmao)))))	0
208	746519495091564544	709409022173032448	RT @prog_jews: Remember the (((Coincidence Detector)))? We've made it the 卐卐卐Nazi Detector卐卐卐. https://t.co/ThAfCnyyAb https://t.co/a0cGI1C…	1
826	746530307139047424	3241365831	Procrastinating and still haven't started my grad cap (((but that basically sums up high school)))	0
2146	746532857313517568	2835676214	((( GEMBROT ))) https://t.co/Z4FsSH8MEA	0
1443	746538351142936576	744051047358930946	(((@nfmusic ))) you have been found to be the biased corporate liar you are	1
1602	746538456487202816	2966969297	RT @jayakirti28: northwestern day 6ix ((((am i rohit yet)))) https://t.co/mPfwyopiuE	0
1343	746546962560782336	580418198	@HutchingsJulie Really needed to hear about awesome people today, basically. Also ((((HUGSSSSSS))))	0
1162	746564118136553472	2790069840	@NaomiOhReally another country club shoah	1
793	746579690580676608	704710746165354496	RT @1800JlSOO: my boy (((remind me again why i stan))) https://t.co/h081nuqIcW	0
1337	746597469815873536	593471984	極ビスで禁書集めはだるすぎるで…((( °_° )))	0
794	746616919445241856	457164726	"Anti-Semitic (((echo meme))): check

Image reference to neo-nazi ""14 words"" slogan: check

This isn't even subtle. https://t.co/dbFYFYNd2r"	0
907	746712119131832320	3237227022	@kuledud3 Markiplier.is at Denver! (((o(*ﾟ▽ﾟ*)o)))	0
2059	746730042089050112	276378122	@staybucky im using a laptop babe and opened his instagram and u can see the exact follower count when u hover through his 999k	0
1481	746741892667191296	805325970	Why do all the shitty dweeb journos do (((this)))	0
1676	746779150762057728	4820495999	RT @doofluffle: (((((Adam download snapchat when I come down so we have the cute pride filters)))))	0
1024	746790884239376384	73764537	@LucyHoneychurch I'm terrified that it will find a way into the house. I really need to buy the snake tongs I've been thinking about.	0
2449	746798399278587904	1687848836	Lol (((Kaiser))) writes : Brexit is the biggest step backward since World War II @CNN https://t.co/FqX6HWTcQI	1
1443	746808660685381632	3231313474	"$99 ANDROID BOX &amp; FREE MOUSE 
https://t.co/4Q4IRszK28 
********((((((((()))))))))***************** https://t.co/khBvTacUm1"	0
1932	746811104223854592	1399471118	(((((((menanti video buzzfeed khusus tentang bangtan)))))))	0
1173	746811135362379776	2257154826	(((Echo))) the Dolphin https://t.co/s3FOpUQW4P	1
592	746844825283072000	266943099	(((((i literally take all of jeremiah's good pictures 🙄)))))	0
2317	746875946955870208	268593143	::the:: rOaD 2 &lt;&lt;Chicago&gt;&gt; i$ #truly ((((beautiful)))) https://t.co/A6QtFg4qAk	0
1172	746954128732078080	293898850	@TGSNTtv MUCH concern at the amount of young who voted remain.(((Education))) system disgusting!	1
1057	746955754708566016	293898850	@StandUpWhiteMan We MUST take back our education system from the (((enemy))). Much work still to do.....	1
1056	746958078915055616	293898850	Beautiful sentiment,beautiful picture.All COULD be well with world without (((interference))). https://t.co/RXfg9J5RxB	1
480	746967866277191680	279279553	@Ricky_Vaughn99 What about Common Core. It's whole purpose is to create mindless robots susceptible to the global overlords manipulation	1
1139	746980640944439296	1139831502	@_Mwrites_ (((hugs))) Hope it's eased a bit this morning 💞💞	0
675	747026080238821376	35888463	@Max_Fisher @nytimes (1) So r u saying that if a group starts wars and terror sprees against the world's only Jewish state, those wars makes	0
1404	747066447961161728	3341295873	RT @kimthecaribbean: ((( f r u i t s ))) 🍌🍊🍇 https://t.co/7HBYm1W6tV	0
